60.83333,-0.7697489
60.50943,-1.142125
60.1915,-0.7533729
60.18509,-1.506486
60.17442,-2.259077
59.86878,-1.118086
59.54568,-1.475114
59.53532,-2.212061
59.5208,-2.948276
59.21,-2.55371
59.19367,-3.281923
58.88449,-2.88821
58.86639,-3.608545
58.55884,-3.215763
58.53903,-3.928341
58.5153,-4.639704
58.45613,-6.057928
58.42075,-6.764365
58.25068,-2.830541
58.23311,-3.53656
58.21164,-4.241504
58.18633,-4.945164
58.12417,-6.347803
58.08738,-7.046375
57.90733,-3.850789
57.88428,-4.54822
57.85741,-5.244302
57.82679,-5.938836
57.79238,-6.631621
57.75424,-7.322466
57.6423,-1.388378
57.6328,-2.082058
57.6195,-2.775128
57.60242,-3.467386
57.58158,-4.158632
57.55697,-4.848667
57.52863,-5.537296
57.49657,-6.224323
57.46082,-6.909559
57.3232,-1.718444
57.31196,-2.40513
57.29699,-3.091125
57.27831,-3.776235
57.2559,-4.460265
57.2298,-5.143023
57.20003,-5.824319
57.16661,-6.503967
57.12954,-7.181782
57.00402,-2.042053
56.9911,-2.721841
56.97451,-3.400863
56.95427,-4.078931
56.93035,-4.755857
56.90281,-5.431454
56.87165,-6.105539
56.79857,-7.448454
56.68481,-2.359371
56.67028,-3.032358
56.65211,-3.704509
56.63034,-4.375641
56.60497,-5.045572
56.57604,-5.714122
56.54354,-6.381115
56.50751,-7.046375
56.36563,-2.670562
56.3495,-3.336843
56.32981,-4.002223
56.30659,-4.666524
56.27981,-5.32957
56.24953,-5.991188
56.06064,-2.315319
56.04651,-2.975781
56.02887,-3.635454
56.0077,-4.294162
55.98306,-4.951736
55.95492,-5.608005
55.92334,-6.262799
55.7554,-1.966483
55.74319,-2.621176
55.72752,-3.275185
55.70839,-3.928342
55.68581,-4.580479
55.65979,-5.231427
55.63034,-5.881024
55.59751,-6.529107
55.44991,-1.623904
55.43959,-2.272882
55.42586,-2.921276
55.40871,-3.568923
55.38813,-4.215657
55.36417,-4.861318
55.33683,-5.505744
55.30612,-6.148775
55.27208,-6.790254
55.23471,-7.430028
55.14427,-1.287441
55.1358,-1.930756
55.12392,-2.573584
55.10869,-3.215763
55.09009,-3.857136
55.06814,-4.497541
55.04285,-5.136824
55.01423,-5.774827
54.9823,-6.411396
54.94708,-7.046378
54.8385,-0.956954
54.83181,-1.59466
54.82178,-2.231971
54.80843,-2.86873
54.79175,-3.50478
54.77176,-4.139967
54.74846,-4.774136
54.72187,-5.407135
54.69203,-6.038812
54.65893,-6.669021
54.62259,-7.297611
54.53267,-0.632306
54.52772,-1.264459
54.51948,-1.896304
54.50795,-2.527688
54.49314,-3.158458
54.47506,-3.788462
54.4013,-5.672384
54.37026,-6.297834
54.33602,-6.921782
54.29861,-7.544084
54.22682,-0.313365
54.22356,-0.9400197
54.21706,-1.56645
54.20732,-2.192506
54.19433,-2.818039
54.17813,-3.442899
54.08117,-5.9327
54.04897,-6.55202
53.92101,-1.402657E-07
53.91941,-0.6212142
53.9146,-1.242282
53.90659,-1.863059
53.89539,-2.483398
53.88098,-3.103155
53.61528,-0.3079154
53.61528,0.3079152
53.61212,-0.9236746
53.60579,-1.53922
53.59633,-2.154412
53.5837,-2.769106
53.56794,-3.383164
53.52702,-4.608809
53.31124,-1.208687E-07
53.30968,-0.6105046
53.30968,0.6105044
53.30501,-1.22087
53.29722,-1.830959
53.28633,-2.440633
53.27233,-3.049755
53.25523,-3.658187
53.23507,-4.265794
53.00734,-0.3026521
53.00734,0.3026518
53.00426,-0.9078884
53.00426,0.9078885
52.99812,-1.512922
52.99812,1.512922
52.98891,-2.117618
52.97664,-2.721843
52.96131,-3.325463
52.94293,-3.928344
52.92152,-4.530356
52.70512,-1.343165E-07
52.70361,0.600158
52.7036,-0.6001579
52.69906,-1.200184
52.69906,1.200184
52.69149,-1.799947
52.69149,1.799947
52.6809,-2.399316
52.66729,-2.998159
52.65067,-3.596348
52.63106,-4.193752
52.4031,-0.2975656
52.40308,0.2975656
52.4001,-0.8926322
52.4001,0.8926325
52.39412,-1.487507
52.39412,1.487507
52.38517,-2.08206
52.38517,2.08206
52.37323,-2.676165
52.35833,-3.269695
52.34047,-3.862524
52.31964,-4.454525
52.10275,1.632904E-07
52.10128,-0.590156
52.10128,0.5901563
52.09686,-1.180187
52.09686,1.180187
52.0895,1.769967
52.08949,-1.769967
52.0792,-2.359373
52.06596,-2.948278
52.0498,-3.536562
52.03073,-4.124101
52.00875,-4.710771
51.98386,-5.296453
51.80264,-0.292647
51.80264,0.2926475
51.79974,-0.8778804
51.79974,0.8778805
51.79393,1.46293
51.79391,-1.46293
51.78521,-2.047676
51.77362,-2.631994
51.75912,-3.215765
51.74174,-3.798869
51.7215,-4.381186
51.69839,-4.962597
51.50423,3.713941E-07
51.5028,0.5804821
51.50279,-0.5804818
51.4985,-1.160845
51.4985,1.160845
51.49134,-1.740969
51.48133,-2.320738
51.46845,-2.90003
51.45274,-3.478729
51.43419,-4.05672
51.20608,-0.2878884
51.20608,0.2878889
51.20326,-0.8636078
51.20326,0.863608
51.19761,-1.439153
51.19761,1.439153
51.18914,-2.014408
51.17785,-2.589256
51.16376,-3.163584
51.14686,-3.737276
51.12718,-4.310218
50.90963,1.641733E-07
50.90825,0.5711198
50.90824,-0.5711196
50.90408,-1.142126
50.90406,1.142126
50.89711,-1.712906
50.88736,-2.283346
50.87485,-2.853333
50.85957,-3.422756
50.84153,-3.991503
50.82074,-4.559463
50.61351,0.2832825
50.61076,-0.849792
50.60526,-1.416136
50.59702,-1.982203
50.58605,-2.547884
50.57235,-3.113067
50.55592,-3.677645
50.53677,-4.241509
50.5149,-4.804551
50.27039,-3.368553
50.25284,-3.928346
50.23262,-4.487388
50.20972,-5.045577
50.18419,-5.602806
49.90522,-5.282632
